,ID,rodata,data,hora,mandante,visitante,formacao_mandante,formacao_visitante,tecnico_mandante,tecnico_visitante,vencedor,arena,mandante_Placar,visitante_Placar,mandante_Estado,visitante_Estado,chutes_mandante,chutes_no_alvo_mandante,posse_de_bola_mandante,passes_mandante,precisao_passes_mandante,faltas_mandante,cartao_amarelo_mandante,cartao_vermelho_mandante,impedimentos_mandante,escanteios_mandante,chutes_visitante,chutes_no_alvo_visitante,posse_de_bola_visitante,passes_visitante,precisao_passes_visitante,faltas_visitante,cartao_amarelo_visitante,cartao_vermelho_visitante,impedimentos_visitante,escanteios_visitante
747,5739,38,11/12/2016,17:03,Gremio,Botafogo-RJ,4-2-3-1,4-2-3-1,Renato Gaúcho,J. Ribeiro Ventura,Botafogo-RJ,Arena do Grêmio,0,1,RS,RJ,15.0,0.0,69%,611.0,,10.0,2.0,0.0,1.0,10.0,8.0,0.0,31%,285.0,,13.0,3.0,1.0,0.0,5.0
748,5740,38,11/12/2016,17:04,Sao Paulo,Santa Cruz,4-2-3-1,4-2-3-1,L. de Oliveira Preto,A. Felix Teixeira,Sao Paulo,Estádio Municipal Paulo Machado de Carvalho,5,0,SP,PE,25.0,0.0,53%,486.0,,13.0,1.0,1.0,1.0,13.0,9.0,0.0,47%,464.0,,9.0,1.0,0.0,0.0,1.0
749,5741,38,11/12/2016,17:01,Cruzeiro,Corinthians,4-2-3-1,4-1-4-1,L. Venker de Menezes,O. de Oliveira Filho,Cruzeiro, Mineirão,3,2,MG,SP,20.0,0.0,46%,421.0,,9.0,2.0,0.0,5.0,6.0,4.0,0.0,54%,501.0,,22.0,4.0,0.0,2.0,5.0
750,5742,38,11/12/2016,17:07,Sport,Figueirense,4-2-3-1,3-5-1-1,D. Pollo Barioni,M. dos Santos Gonçalves,Sport,Adelmar da Costa Carvalho,2,0,PE,SC,16.0,0.0,68%,520.0,,22.0,5.0,0.0,1.0,6.0,4.0,0.0,32%,248.0,,22.0,2.0,0.0,1.0,2.0
751,5743,38,11/12/2016,17:05,Athletico-PR,Flamengo,4-2-3-1,4-2-3-1,P. Autuori de Mello,J. Mannarino,-,Estádio Joaquim Américo Guimarães,0,0,PR,RJ,14.0,0.0,58%,494.0,,15.0,2.0,0.0,1.0,6.0,8.0,0.0,42%,366.0,,12.0,5.0,1.0,1.0,4.0
752,5744,38,11/12/2016,17:05,Vitoria,Palmeiras,4-2-3-1,4-3-3,A. Fucks,A. Stival,Palmeiras, Barradão,1,2,BA,SP,14.0,0.0,38%,350.0,,15.0,1.0,0.0,1.0,7.0,10.0,0.0,62%,589.0,,16.0,6.0,0.0,1.0,2.0
753,5745,38,11/12/2016,17:05,Ponte Preta,Coritiba,4-1-4-1,4-4-2,F. Moreira,P. Carpegiani,Ponte Preta, Moisés Lucarelli,2,0,SP,PR,17.0,0.0,53%,412.0,,14.0,0.0,0.0,0.0,13.0,8.0,0.0,47%,384.0,,15.0,1.0,0.0,0.0,4.0
754,5746,1,13/5/2017,16:01,Flamengo,Atletico-MG,4-2-3-1,4-3-2-1,J. Mannarino,R. Machado Marques,-, Maracanã,1,1,RJ,MG,11.0,3.0,41%,345.0,,7.0,2.0,0.0,3.0,4.0,15.0,4.0,59%,501.0,,10.0,3.0,0.0,1.0,6.0
755,5747,1,13/5/2017,19:02,Corinthians,Chapecoense,4-1-4-1,4-2-3-1,F. Carille,V. Carmo Mancini,-,Neo Química Arena,1,1,SP,SC,5.0,2.0,67%,638.0,,10.0,2.0,0.0,1.0,1.0,16.0,2.0,33%,304.0,,12.0,2.0,0.0,3.0,7.0
756,5748,1,14/5/2017,11:00,Fluminense,Santos,4-2-3-1,4-2-3-1,A. da Silva Braga,D. Silvestre Júnior,Fluminense, Maracanã,3,2,RJ,SP,9.0,5.0,38%,306.0,,15.0,1.0,0.0,2.0,5.0,20.0,7.0,62%,512.0,,18.0,5.0,0.0,2.0,8.0
757,5749,1,14/5/2017,16:01,Cruzeiro,Sao Paulo,4-2-3-1,3-4-3,L. Venker de Menezes,R. Ceni,Cruzeiro, Mineirão,1,0,MG,SP,8.0,5.0,37%,321.0,,10.0,0.0,0.0,0.0,5.0,13.0,3.0,63%,533.0,,13.0,1.0,0.0,0.0,5.0
758,5750,1,14/5/2017,16:04,Bahia,Athletico-PR,4-2-3-1,3-4-1-2,A. Ferreira,P. Autuori de Mello,Bahia,Itaipava Arena Fonte Nova,6,2,BA,PR,28.0,9.0,39%,290.0,,11.0,0.0,0.0,4.0,14.0,11.0,5.0,61%,473.0,,11.0,0.0,1.0,1.0,3.0
759,5751,1,14/5/2017,16:01,Ponte Preta,Sport,4-2-3-1,4-2-3-1,G. Kleina,N. da Silveira Júnior,Ponte Preta, Moisés Lucarelli,4,0,SP,PE,11.0,6.0,51%,456.0,,13.0,0.0,0.0,2.0,4.0,4.0,0.0,49%,458.0,,17.0,2.0,0.0,1.0,2.0
760,5752,1,14/5/2017,16:01,Avai,Vitoria,4-2-3-1,4-2-3-1,C. dos Santos Oliveira,D. Petkovic,-,  Ressacada,0,0,SC,BA,12.0,2.0,37%,321.0,,6.0,0.0,0.0,2.0,7.0,12.0,1.0,63%,573.0,,15.0,2.0,0.0,2.0,4.0
761,5753,1,14/5/2017,16:06,Palmeiras,Vasco,4-3-3,4-2-3-1,A. Stival,M. Mendes,Palmeiras,Allianz Parque,4,0,SP,RJ,16.0,10.0,52%,399.0,,19.0,0.0,0.0,5.0,3.0,15.0,5.0,48%,378.0,,16.0,2.0,0.0,2.0,2.0
762,5754,1,14/5/2017,19:01,Gremio,Botafogo-RJ,4-2-3-1,4-3-2-1,Renato Gaúcho,J. Ribeiro Ventura,Gremio,Arena do Grêmio,2,0,RS,RJ,20.0,9.0,53%,450.0,,13.0,2.0,0.0,1.0,6.0,9.0,0.0,47%,415.0,,19.0,5.0,0.0,1.0,4.0
763,5755,1,15/5/2017,20:02,Coritiba,Atletico-GO,4-3-3,4-1-4-1,E. Pacheco,M. Ribeiro Cabo,Coritiba, Couto Pereira,4,1,PR,GO,17.0,7.0,61%,494.0,,17.0,1.0,0.0,1.0,6.0,17.0,9.0,39%,315.0,,13.0,2.0,0.0,1.0,6.0
764,5756,2,20/5/2017,16:01,Santos,Coritiba,4-2-3-1,4-3-3,D. Silvestre Júnior,E. Pacheco,Santos,Estádio Urbano Caldeira,1,0,SP,PR,7.0,3.0,47%,338.0,,24.0,6.0,0.0,1.0,3.0,23.0,11.0,53%,378.0,,17.0,4.0,0.0,2.0,4.0
765,5757,2,20/5/2017,18:59,Atletico-GO,Flamengo,4-5-1,4-2-3-1,M. Ribeiro Cabo,J. Mannarino,Flamengo,Estádio do Governo do Estado de Goiás (Serra Dourada),0,3,GO,RJ,8.0,0.0,34%,332.0,,11.0,2.0,0.0,0.0,4.0,20.0,11.0,66%,641.0,,13.0,1.0,0.0,1.0,7.0
766,5758,2,20/5/2017,19:01,Chapecoense,Palmeiras,4-1-4-1,4-3-3,V. Carmo Mancini,A. Stival,Chapecoense,Arena Condá,1,0,SC,SP,11.0,4.0,44%,313.0,,16.0,1.0,0.0,1.0,3.0,6.0,1.0,56%,393.0,,13.0,1.0,0.0,2.0,4.0
767,5759,2,21/5/2017,11:00,Vasco,Bahia,4-2-3-1,4-2-3-1,M. Mendes,A. Ferreira,Vasco,Estádio Vasco da Gama,2,1,RJ,BA,16.0,10.0,60%,378.0,,13.0,4.0,0.0,3.0,10.0,9.0,3.0,40%,253.0,,23.0,1.0,1.0,3.0,5.0
768,5760,2,21/5/2017,16:01,Athletico-PR,Gremio,4-2-3-1,4-2-3-1,P. Autuori de Mello,Renato Gaúcho,Gremio,Estádio Joaquim Américo Guimarães,0,2,PR,RS,18.0,1.0,61%,566.0,,11.0,2.0,0.0,0.0,5.0,6.0,4.0,39%,372.0,,16.0,3.0,1.0,3.0,3.0
769,5761,2,21/5/2017,16:00,Vitoria,Corinthians,4-2-3-1,4-1-4-1,D. Petkovic,F. Carille,Corinthians,Itaipava Arena Fonte Nova,0,1,BA,SP,14.0,3.0,47%,419.0,,13.0,0.0,0.0,0.0,3.0,12.0,4.0,53%,473.0,,6.0,1.0,0.0,2.0,4.0
770,5762,2,21/5/2017,16:01,Atletico-MG,Fluminense,4-2-3-1,4-2-3-1,R. Machado Marques,A. da Silva Braga,Fluminense,Estádio Raimundo Sampaio,1,2,MG,RJ,20.0,3.0,61%,420.0,,18.0,0.0,0.0,3.0,12.0,15.0,5.0,39%,293.0,,23.0,6.0,0.0,4.0,5.0
771,5763,2,21/5/2017,17:59,Botafogo-RJ,Ponte Preta,4-4-1-1,4-4-2,J. Ribeiro Ventura,G. Kleina,Botafogo-RJ,Estádio Nilton Santos,2,0,RJ,SP,11.0,6.0,40%,446.0,,15.0,1.0,0.0,1.0,1.0,15.0,3.0,60%,648.0,,12.0,0.0,0.0,1.0,6.0
772,5764,2,21/5/2017,19:02,Sport,Cruzeiro,4-3-3,4-2-3-1,N. da Silveira Júnior,L. Venker de Menezes,-,Adelmar da Costa Carvalho,1,1,PE,MG,10.0,5.0,44%,364.0,,20.0,3.0,0.0,1.0,5.0,17.0,5.0,56%,457.0,,14.0,3.0,0.0,2.0,7.0
773,5765,2,22/5/2017,20:00,Sao Paulo,Avai,4-3-2-1,4-2-3-1,R. Ceni,C. dos Santos Oliveira,Sao Paulo, Morumbi,2,0,SP,SC,11.0,4.0,56%,444.0,,16.0,1.0,0.0,1.0,5.0,8.0,0.0,44%,352.0,,10.0,2.0,0.0,2.0,6.0
774,5766,3,27/5/2017,16:00,Vasco,Fluminense,4-2-3-1,4-3-3,M. Mendes,A. da Silva Braga,Vasco,Estádio Vasco da Gama,3,2,RJ,RJ,18.0,7.0,42%,299.0,,11.0,2.0,0.0,3.0,3.0,13.0,6.0,58%,421.0,,11.0,3.0,0.0,1.0,7.0
775,5767,3,27/5/2017,19:04,Sao Paulo,Palmeiras,3-4-3,4-3-2-1,R. Ceni,A. Stival,Sao Paulo, Morumbi,2,0,SP,SP,8.0,5.0,37%,323.0,,13.0,3.0,0.0,1.0,9.0,10.0,1.0,63%,571.0,,16.0,1.0,0.0,2.0,3.0
776,5768,3,27/5/2017,21:00,Vitoria,Coritiba,4-2-3-1,4-3-3,D. Petkovic,E. Pacheco,Coritiba,Itaipava Arena Fonte Nova,0,1,BA,PR,12.0,3.0,53%,364.0,,19.0,3.0,0.0,7.0,9.0,16.0,8.0,47%,347.0,,16.0,3.0,0.0,4.0,6.0
777,5769,3,28/5/2017,11:01,Atletico-MG,Ponte Preta,4-2-3-1,5-4-1,R. Machado Marques,G. Kleina,-,Estádio Raimundo Sampaio,2,2,MG,SP,10.0,7.0,68%,564.0,,16.0,2.0,0.0,2.0,6.0,15.0,5.0,32%,277.0,,14.0,2.0,0.0,1.0,6.0
778,5770,3,28/5/2017,16:00,Athletico-PR,Flamengo,4-2-3-1,4-2-3-1,E. Baptista,J. Mannarino,-,Estádio Joaquim Américo Guimarães,1,1,PR,RJ,13.0,6.0,43%,430.0,,10.0,1.0,0.0,3.0,5.0,14.0,4.0,57%,556.0,,12.0,0.0,0.0,0.0,5.0
779,5771,3,28/5/2017,16:02,Santos,Cruzeiro,4-2-3-1,4-3-2-1,D. Silvestre Júnior,L. Venker de Menezes,Cruzeiro,Estádio Urbano Caldeira,0,1,SP,MG,13.0,1.0,55%,509.0,,8.0,2.0,0.0,1.0,9.0,14.0,2.0,45%,427.0,,14.0,3.0,0.0,0.0,6.0
780,5772,3,28/5/2017,16:00,Atletico-GO,Corinthians,4-2-3-1,4-1-4-1,M. Ribeiro Cabo,F. Carille,Corinthians,Estádio do Governo do Estado de Goiás (Serra Dourada),0,1,GO,SP,14.0,5.0,48%,403.0,,23.0,2.0,0.0,5.0,5.0,15.0,8.0,52%,430.0,,11.0,0.0,0.0,5.0,9.0
781,5773,3,28/5/2017,18:00,Sport,Gremio,4-2-3-1,3-4-3,D. Pollo Barioni,Renato Gaúcho,Sport,Adelmar da Costa Carvalho,4,3,PE,RS,19.0,10.0,67%,499.0,,21.0,3.0,1.0,0.0,12.0,12.0,6.0,33%,250.0,,13.0,1.0,0.0,2.0,6.0
782,5774,3,28/5/2017,19:00,Botafogo-RJ,Bahia,4-2-3-1,4-2-3-1,J. Ribeiro Ventura,A. Ferreira,Botafogo-RJ,Estádio Nilton Santos,1,0,RJ,BA,11.0,4.0,48%,372.0,,20.0,1.0,0.0,1.0,2.0,17.0,10.0,52%,382.0,,18.0,1.0,0.0,1.0,11.0
783,5775,3,29/5/2017,20:00,Chapecoense,Avai,4-1-4-1,4-2-3-1,V. Carmo Mancini,C. dos Santos Oliveira,Chapecoense,Arena Condá,2,0,SC,SC,23.0,4.0,58%,519.0,,16.0,1.0,1.0,3.0,6.0,11.0,3.0,42%,388.0,,11.0,0.0,1.0,0.0,0.0
784,5776,4,3/6/2017,16:01,Coritiba,Athletico-PR,4-3-3,4-2-3-1,E. Pacheco,E. Baptista,Coritiba, Couto Pereira,1,0,PR,PR,11.0,5.0,49%,383.0,,15.0,3.0,0.0,1.0,6.0,9.0,2.0,51%,392.0,,11.0,2.0,0.0,5.0,6.0
785,5777,4,3/6/2017,18:00,Fluminense,Vitoria,4-3-3,4-4-1-1,A. da Silva Braga,D. Petkovic,Fluminense, Maracanã,2,1,RJ,BA,17.0,6.0,56%,459.0,,18.0,0.0,0.0,5.0,5.0,7.0,2.0,44%,363.0,,22.0,5.0,0.0,0.0,2.0
786,5778,4,3/6/2017,19:01,Corinthians,Santos,4-2-3-1,4-2-3-1,F. Carille,D. Silvestre Júnior,Corinthians,Neo Química Arena,2,0,SP,SP,19.0,4.0,51%,442.0,,11.0,0.0,0.0,2.0,9.0,5.0,0.0,49%,454.0,,9.0,1.0,1.0,0.0,1.0
787,5779,4,4/6/2017,11:01,Flamengo,Botafogo-RJ,4-2-3-1,4-1-4-1,J. Mannarino,J. Ribeiro Ventura,-,Estádio Municipal General Raulino de Oliveira,0,0,RJ,RJ,19.0,2.0,65%,423.0,,19.0,2.0,0.0,0.0,11.0,5.0,1.0,35%,239.0,,19.0,2.0,0.0,4.0,2.0
788,5780,4,4/6/2017,11:00,Avai,Sport,4-2-3-1,4-2-3-1,C. dos Santos Oliveira,V. Luxemburgo da Silva,Avai,  Ressacada,1,0,SC,PE,7.0,1.0,35%,322.0,,26.0,4.0,0.0,0.0,2.0,14.0,3.0,65%,600.0,,25.0,4.0,0.0,1.0,5.0
789,5781,4,4/6/2017,16:00,Palmeiras,Atletico-MG,4-3-3,4-2-3-1,A. Stival,R. Machado Marques,-,Allianz Parque,0,0,SP,MG,15.0,5.0,53%,398.0,,20.0,2.0,0.0,1.0,7.0,9.0,3.0,47%,363.0,,12.0,4.0,0.0,2.0,6.0
790,5782,4,4/6/2017,16:04,Ponte Preta,Sao Paulo,4-2-3-1,3-4-2-1,G. Kleina,R. Ceni,Ponte Preta, Moisés Lucarelli,1,0,SP,SP,10.0,5.0,45%,365.0,,13.0,2.0,0.0,2.0,7.0,11.0,3.0,55%,436.0,,12.0,5.0,0.0,3.0,7.0
791,5783,4,4/6/2017,15:59,Gremio,Vasco,4-2-3-1,4-2-4-0,Renato Gaúcho,M. Mendes,Gremio,Arena do Grêmio,2,0,RS,RJ,11.0,2.0,59%,537.0,,15.0,2.0,0.0,3.0,6.0,10.0,0.0,41%,374.0,,13.0,3.0,0.0,1.0,5.0
792,5784,4,4/6/2017,19:00,Cruzeiro,Chapecoense,4-2-3-1,4-1-4-1,L. Venker de Menezes,V. Carmo Mancini,Chapecoense, Mineirão,0,2,MG,SC,14.0,5.0,62%,525.0,,8.0,1.0,0.0,2.0,4.0,10.0,4.0,38%,332.0,,16.0,3.0,0.0,1.0,5.0
793,5785,4,5/6/2017,20:00,Bahia,Atletico-GO,4-2-3-1,4-2-3-1,J. de Amorim Campos,M. Ribeiro Cabo,Bahia,Itaipava Arena Fonte Nova,3,0,BA,GO,18.0,8.0,60%,462.0,,21.0,0.0,0.0,6.0,7.0,8.0,3.0,40%,321.0,,27.0,2.0,0.0,4.0,4.0
794,5786,5,6/6/2017,19:59,Fluminense,Athletico-PR,4-2-3-1,4-1-4-1,A. da Silva Braga,E. Baptista,-, Maracanã,1,1,RJ,PR,15.0,7.0,54%,394.0,,19.0,3.0,0.0,1.0,10.0,7.0,1.0,46%,346.0,,16.0,3.0,0.0,1.0,4.0
795,5787,5,7/6/2017,19:29,Atletico-MG,Avai,4-2-3-1,4-2-3-1,R. Machado Marques,C. dos Santos Oliveira,Atletico-MG,Estádio Raimundo Sampaio,1,0,MG,SC,7.0,4.0,54%,469.0,,20.0,3.0,0.0,4.0,2.0,13.0,3.0,46%,390.0,,10.0,1.0,0.0,4.0,10.0
796,5788,5,7/6/2017,19:31,Coritiba,Palmeiras,4-3-3,4-4-2,E. Pacheco,A. Stival,Coritiba, Couto Pereira,1,0,PR,SP,5.0,3.0,43%,331.0,,14.0,4.0,0.0,7.0,2.0,12.0,4.0,57%,421.0,,17.0,3.0,0.0,1.0,8.0
797,5789,5,7/6/2017,20:59,Santos,Botafogo-RJ,4-1-4-1,4-4-1-1,Elano,J. Ribeiro Ventura,Santos,Estádio Municipal Paulo Machado de Carvalho,1,0,SP,RJ,8.0,3.0,62%,594.0,,13.0,4.0,0.0,2.0,7.0,8.0,2.0,38%,367.0,,9.0,2.0,0.0,2.0,2.0
798,5790,5,7/6/2017,21:44,Vasco,Corinthians,4-2-3-1,4-2-3-1,E. Da Conceição Silva,F. Carille,Corinthians,Estádio Vasco da Gama,2,5,RJ,SP,27.0,9.0,58%,448.0,,10.0,0.0,0.0,2.0,14.0,10.0,6.0,42%,357.0,,14.0,3.0,0.0,3.0,1.0
799,5791,5,7/6/2017,21:45,Sport,Flamengo,4-3-3,4-2-3-1,V. Luxemburgo da Silva,J. Mannarino,Sport,Adelmar da Costa Carvalho,2,0,PE,RJ,14.0,5.0,39%,302.0,,17.0,2.0,0.0,1.0,3.0,17.0,7.0,61%,465.0,,16.0,2.0,0.0,2.0,8.0
800,5792,5,8/6/2017,19:29,Atletico-GO,Ponte Preta,4-1-4-1,4-3-1-2,J. P. Sanches,G. Kleina,Atletico-GO,Estádio Olímpico Pedro Ludovico Teixeira,3,0,GO,SP,13.0,7.0,36%,297.0,,20.0,1.0,0.0,4.0,8.0,10.0,4.0,64%,536.0,,9.0,2.0,1.0,0.0,3.0
801,5793,5,8/6/2017,19:31,Sao Paulo,Vitoria,3-4-2-1,4-2-3-1,R. Ceni,A. Tadeu Gallo,Sao Paulo, Morumbi,2,0,SP,BA,18.0,9.0,51%,370.0,,14.0,1.0,0.0,1.0,10.0,11.0,3.0,49%,371.0,,18.0,1.0,0.0,1.0,6.0
802,5794,5,8/6/2017,20:01,Chapecoense,Gremio,4-1-4-1,4-2-3-1,V. Carmo Mancini,Renato Gaúcho,Gremio,Arena Condá,3,6,SC,RS,18.0,7.0,47%,362.0,,22.0,4.0,0.0,0.0,5.0,10.0,7.0,53%,414.0,,9.0,3.0,0.0,2.0,1.0
803,5795,5,8/6/2017,21:00,Bahia,Cruzeiro,4-2-3-1,4-2-3-1,J. de Amorim Campos,L. Venker de Menezes,Bahia,Itaipava Arena Fonte Nova,1,0,BA,MG,19.0,5.0,59%,534.0,,18.0,4.0,0.0,0.0,5.0,12.0,4.0,41%,362.0,,12.0,2.0,1.0,1.0,6.0
804,5796,6,10/6/2017,16:00,Palmeiras,Fluminense,4-1-4-1,4-2-3-1,A. Stival,A. da Silva Braga,Palmeiras,Allianz Parque,3,1,SP,RJ,16.0,6.0,56%,419.0,,24.0,4.0,0.0,3.0,6.0,10.0,3.0,44%,322.0,,19.0,2.0,0.0,1.0,3.0
805,5797,6,10/6/2017,18:59,Vasco,Sport,4-2-3-1,4-3-3,M. Mendes,V. Luxemburgo da Silva,Vasco,Estádio Vasco da Gama,2,1,RJ,PE,14.0,4.0,49%,365.0,,15.0,0.0,0.0,2.0,3.0,8.0,3.0,51%,378.0,,19.0,1.0,0.0,2.0,3.0
806,5798,6,11/6/2017,11:02,Botafogo-RJ,Coritiba,4-3-1-2,4-4-2,J. Ribeiro Ventura,E. Pacheco,-,Estádio Nilton Santos,2,2,RJ,PR,13.0,6.0,53%,409.0,,14.0,4.0,0.0,1.0,5.0,8.0,4.0,47%,358.0,,28.0,3.0,0.0,1.0,5.0
807,5799,6,11/6/2017,16:00,Ponte Preta,Chapecoense,4-2-3-1,4-1-4-1,G. Kleina,V. Carmo Mancini,Ponte Preta, Moisés Lucarelli,3,2,SP,SC,5.0,3.0,34%,257.0,,8.0,2.0,0.0,3.0,1.0,17.0,7.0,66%,467.0,,22.0,4.0,0.0,2.0,6.0
808,5800,6,11/6/2017,16:02,Avai,Flamengo,4-2-3-1,4-2-3-1,C. dos Santos Oliveira,J. Mannarino,-,  Ressacada,1,1,SC,RJ,12.0,2.0,38%,327.0,,17.0,2.0,1.0,1.0,4.0,9.0,3.0,62%,523.0,,18.0,1.0,0.0,2.0,9.0
809,5801,6,11/6/2017,16:01,Vitoria,Atletico-MG,4-2-3-1,4-2-3-1,A. Tadeu Gallo,R. Machado Marques,Vitoria, Barradão,2,0,BA,MG,6.0,3.0,42%,353.0,,20.0,3.0,0.0,2.0,4.0,9.0,1.0,58%,480.0,,7.0,2.0,0.0,1.0,4.0
810,5802,6,11/6/2017,16:00,Corinthians,Sao Paulo,4-2-3-1,3-1-4-2,F. Carille,R. Ceni,Corinthians,Neo Química Arena,3,2,SP,SP,11.0,6.0,56%,492.0,,11.0,1.0,0.0,2.0,3.0,13.0,4.0,44%,386.0,,15.0,1.0,0.0,1.0,0.0
811,5803,6,11/6/2017,18:29,Cruzeiro,Atletico-GO,4-2-3-1,4-2-3-1,L. Venker de Menezes,D. Ghidoni Junior,Cruzeiro, Mineirão,2,0,MG,GO,19.0,9.0,70%,622.0,,11.0,3.0,0.0,1.0,7.0,5.0,3.0,30%,264.0,,21.0,4.0,0.0,1.0,2.0
812,5804,6,11/6/2017,19:00,Athletico-PR,Santos,4-1-4-1,4-2-3-1,E. Baptista,Elano,Santos,Estádio Joaquim Américo Guimarães,0,2,PR,SP,16.0,2.0,57%,495.0,,15.0,1.0,0.0,2.0,7.0,10.0,5.0,43%,391.0,,12.0,0.0,1.0,3.0,4.0
813,5805,6,12/6/2017,19:59,Gremio,Bahia,4-2-3-1,4-2-3-1,Renato Gaúcho,J. de Amorim Campos,Gremio,Arena do Grêmio,1,0,RS,BA,18.0,5.0,64%,643.0,,15.0,0.0,0.0,2.0,11.0,7.0,3.0,36%,361.0,,16.0,1.0,0.0,0.0,4.0
814,5806,7,14/6/2017,19:30,Atletico-MG,Athletico-PR,4-2-3-1,4-1-4-1,R. Machado Marques,E. Baptista,Athletico-PR,Estádio Raimundo Sampaio,0,1,MG,PR,24.0,3.0,69%,514.0,,11.0,2.0,0.0,2.0,12.0,6.0,2.0,31%,243.0,,10.0,4.0,1.0,4.0,6.0
815,5807,7,14/6/2017,19:29,Atletico-GO,Avai,4-2-3-1,4-1-4-1,D. Ghidoni Junior,C. dos Santos Oliveira,Atletico-GO,Estádio Olímpico Pedro Ludovico Teixeira,3,1,GO,SC,17.0,5.0,47%,377.0,,21.0,3.0,0.0,2.0,7.0,3.0,1.0,53%,441.0,,24.0,6.0,0.0,1.0,2.0
816,5808,7,14/6/2017,19:31,Vitoria,Botafogo-RJ,4-2-3-1,4-4-1-1,A. Tadeu Gallo,J. Ribeiro Ventura,-, Barradão,2,2,BA,RJ,15.0,3.0,55%,456.0,,12.0,1.0,1.0,0.0,2.0,17.0,8.0,45%,378.0,,10.0,1.0,0.0,2.0,7.0
817,5809,7,14/6/2017,19:31,Sport,Sao Paulo,4-3-3,3-4-2-1,V. Luxemburgo da Silva,R. Ceni,-,Adelmar da Costa Carvalho,0,0,PE,SP,7.0,3.0,57%,465.0,,21.0,1.0,0.0,1.0,5.0,7.0,1.0,43%,355.0,,14.0,1.0,0.0,3.0,1.0
818,5810,7,14/6/2017,21:00,Flamengo,Ponte Preta,4-2-3-1,4-1-3-2,J. Mannarino,G. Kleina,Flamengo,Luso-Brasileiro,2,0,RJ,SP,23.0,5.0,56%,476.0,,12.0,2.0,0.0,2.0,5.0,14.0,3.0,44%,380.0,,16.0,2.0,0.0,1.0,4.0
819,5811,7,14/6/2017,21:46,Santos,Palmeiras,4-2-3-1,4-3-3,L. Culpi,A. Stival,Santos,Estádio Urbano Caldeira,1,0,SP,SP,9.0,5.0,45%,406.0,,16.0,1.0,0.0,2.0,10.0,16.0,6.0,55%,490.0,,14.0,3.0,0.0,3.0,7.0
820,5812,7,14/6/2017,21:45,Chapecoense,Vasco,4-2-3-1,4-2-3-1,V. Carmo Mancini,M. Mendes,Chapecoense,Arena Condá,2,1,SC,RJ,17.0,10.0,52%,363.0,,24.0,3.0,0.0,1.0,3.0,5.0,2.0,48%,362.0,,15.0,2.0,0.0,0.0,5.0
821,5813,7,14/6/2017,21:47,Corinthians,Cruzeiro,4-2-3-1,4-3-2-1,F. Carille,L. Venker de Menezes,Corinthians,Neo Química Arena,1,0,SP,MG,7.0,3.0,53%,533.0,,9.0,0.0,0.0,6.0,6.0,18.0,2.0,47%,470.0,,16.0,1.0,0.0,4.0,7.0
822,5814,7,15/6/2017,16:05,Coritiba,Bahia,4-4-2,4-2-3-1,E. Pacheco,J. de Amorim Campos,-, Couto Pereira,0,0,PR,BA,7.0,1.0,47%,323.0,,16.0,1.0,1.0,5.0,5.0,10.0,3.0,53%,367.0,,14.0,4.0,1.0,2.0,6.0
823,5815,7,15/6/2017,21:00,Fluminense,Gremio,4-2-3-1,4-2-3-1,A. da Silva Braga,Renato Gaúcho,Gremio, Maracanã,0,2,RJ,RS,12.0,2.0,51%,494.0,,12.0,4.0,0.0,2.0,3.0,12.0,4.0,49%,505.0,,17.0,3.0,0.0,1.0,2.0
824,5816,8,17/6/2017,15:59,Atletico-GO,Athletico-PR,4-2-3-1,4-2-3-1,D. Ghidoni Junior,E. Baptista,Athletico-PR,Estádio Olímpico Pedro Ludovico Teixeira,0,1,GO,PR,24.0,6.0,66%,601.0,,16.0,1.0,0.0,0.0,11.0,9.0,3.0,34%,332.0,,15.0,5.0,0.0,0.0,0.0
825,5817,8,17/6/2017,19:00,Vasco,Avai,4-2-3-1,4-2-3-1,M. Mendes,C. dos Santos Oliveira,Vasco,Estádio Vasco da Gama,1,0,RJ,SC,16.0,5.0,49%,399.0,,20.0,4.0,0.0,0.0,4.0,11.0,4.0,51%,415.0,,22.0,1.0,0.0,0.0,6.0
826,5818,8,17/6/2017,21:01,Santos,Ponte Preta,4-2-3-1,4-2-3-1,L. Culpi,G. Kleina,-,Estádio Municipal Paulo Machado de Carvalho,0,0,SP,SP,13.0,4.0,58%,560.0,,17.0,3.0,0.0,2.0,5.0,9.0,2.0,42%,423.0,,13.0,4.0,0.0,3.0,2.0
827,5819,8,18/6/2017,11:03,Coritiba,Corinthians,4-3-3,4-2-3-1,E. Pacheco,F. Carille,-, Couto Pereira,0,0,PR,SP,13.0,5.0,45%,339.0,,18.0,2.0,0.0,3.0,10.0,5.0,0.0,55%,434.0,,13.0,3.0,0.0,5.0,4.0
828,5820,8,18/6/2017,16:01,Bahia,Palmeiras,4-2-3-1,4-2-3-1,J. de Amorim Campos,A. Stival,Palmeiras,Itaipava Arena Fonte Nova,2,4,BA,SP,15.0,9.0,62%,442.0,,14.0,2.0,0.0,2.0,3.0,17.0,5.0,38%,271.0,,23.0,5.0,0.0,1.0,5.0
829,5821,8,18/6/2017,16:01,Fluminense,Flamengo,4-2-3-1,4-2-3-1,A. da Silva Braga,J. Mannarino,-, Maracanã,2,2,RJ,RJ,12.0,4.0,39%,240.0,,16.0,1.0,0.0,0.0,3.0,14.0,5.0,61%,369.0,,25.0,6.0,0.0,1.0,4.0
